title,is_productive
Expedition 29 Launches to the Space Station
Expedition 29 Crew Gets Final Approval for Launch
Soyuz Rocket Moves To Launch Pad
New Mars Rover Mission Remains on Target (Now 11/26)
NASA Administrator Issues Veterans Day Message
ISS Commander Salutes America's Veterans
ScienceCasts: Mystery of the Lunar Ionosphere
ISS's Next Residents in Kazakhstan
NASA Assesses Rocket Engine Test Results
J-2X Engine Tested at Stennis
Latest Orion Drop Test Conducted at Langley
Late-Season Tropical Storm Sean Approaches Bermuda
Animation Outlines New Exploration Test Flight
D.C. Students Speak with ISS Commander
NASA Proposes New Orion Test Flight
Mars Science Laboratory Moves to Launch Complex
Bolden Addresses NASA Small Business Symposium
New Deal for Space Craft Construction at Kennedy Space Center tops This Week @ NASA
NASA's Fermi Telescope Finds Youngest Millisecond Pulsar
ScienceCasts: Stellar Extremophiles
Fossum Chats with Houston Chronicle
PROJECT: HUMANS TO MARS
Russian Cargo Ship Docks to Space Station
New NASA Deal: A Boost For Space Coast Facility
Expedition 29 Crew Departs for Kazakh Launch Site
Successful Launch for Soyuz Flight
ScienceCasts: A Star with Spiral Arms
"The launch of NASA's newest Earth-observing satellite, NPP is the top story on This Week @NASA."
NASA Press Briefing on Successful NPP Launch
New Weather Satellite in Orbit
NASA wishes you a spooktacular Halloween!
NPP West Coast Tweetup
Furukawa Talks With Takayama
ElaNa CubeSat Media Briefing
ISS Cameras Capture New Views of Hurricane Rina
Senator Barbara Mikulski Opens Webb Telescope Exhibit
NPP Science Media Briefing
NPP Team Holds Prelaunch News Conference
Garver Delivers Keynote at International Symposium on This Week at NASA
Hurricane Rina Caught on ISS Cameras
"Space Station Commander Takes Questions from CNN, MSNBC"
Next ISS Crew Meets Media and Visits Red Square
Hurricane Rina Develops in Caribbean
Garver Delivers Keynote at International Symposium on This Week at NASA
Alabama Middle Schoolers Talk with Station Commander
ScienceCasts: The Sleepy Hollows of Mercury
ISS Commander Briefs Media on Upcoming Events
ScienceCasts: 600 Mysteries in the Night Sky
Bolden Leads Launcher Tour on This Week@NASA
Atlantis Crew at NASA Headquarters
Station Resident Talks with Pacific Students
Final Shuttle Crew Visits Smithsonian
NASA Transfers Endeavour Title to California Science Center
"New Satellite to Monitor Earth's Climate, Changes"
Rover's Eye View of Three-Year Trek on Mars
Fossum Chats with Hometown Media from Orbit
NASA Administrator at Community Leaders Breakfast at Kennedy
NASA Administrator Bolden Tours Agency's New Mobile Launcher at Kennedy
World's Largest Aviation Prize Awarded on This Week@NASA
ScienceCasts: Draconid Meteor Outburst
NASA's NPP Satellite to Expand Earth's Watch
Station Crew Discusses Life in Space With CBS News
And the Green Flight Aviation Award Goes To...
Asteroid News from NASA's WISE Satellite Headlines the Latest Episode of This week at NASA
NASA Finds Fewer Asteroids Near Earth
ScienceCasts: The Strange Attraction of Gale Crater
Station Crew Member Questioned by Japanese Media
ISS Commander Chats with Hispanic Students
Aquarius Satellite Sees Seas' Salt and More on This Week @NASA
NASA Administrator Checks Out New Spacecraft
Aquarius Satellite Sees Seas' Salt and More on This Week @NASA
ScienceCasts: Did Earth Have Two Moons?
Future ISS Residents Meet Media
Colorado Students Talk with Station
Garan Gets Home on This Week @NASA
Garan Gets Home on This Week @NASA
Station Crew Discusses Life in Space With Famed Environmentalist
Expedition 28 Receives a Warm Welcome in Kazakhstan and Russia
Soyuz Crew Lands in Kazakhstan
Kepler Finds Double-Sun System
Soyuz Undocks from ISS
ScienceCasts: Secret Lives of Solar Flares
Hatch Closes as Soyuz Crew Bids Farewell
NASA's Fossum Given ISS Command
New Heavy-Lift Rocket to Take Humans Far Beyond Earth
Station Crew Member Discusses Life in Space with Elderly Japanese Citizens
"NASA, ATK to Collaborate on Liberty Launch System"
NASA Remembers 9/11
First Weld Made to New Spacecraft
ScienceCasts: Visit To Pluto
ScienceCasts: Cool Stars
New ISS Lab Manager on This Week @NASA
NASA's GRAIL Spacecraft Launches on Lunar Mission
Satellite Sees Four Tropical Cyclones and Remnants Today
ISS Astronaut Remembers 9/11
Space Station Continues Tropical Storms Watch
"Wax On, Wax Off"
Not So Heavy Metal
Satellite Sees Four Tropical Cyclones and Remnants Today
Station Cameras Capture Nature's Extremes
Uncovering MIRI's Detectors
9/11 Remembered by Space Station Crew Members
"SDO Detects ""Late Phase"" Solar Flares"
Station Cameras Hone In on Hurricane Katia
ISS's New View of Texas Wildfires
"Sept. 11, 2001 Video From the International Space Station"
GRAIL's Science Goals Outlined in Briefing
Station Cameras Hone In on Hurricane Katia
LRO Revisits Apollo Landing Sites
"ISS Astros ""Meet"" with Media"
GRAIL Launch Set for Sept. 8
Katia's Latest Close-Up Captured by ISS Cameras
Texas Wildfires Seen from Space Station
Tracking Katia on This Week @NASA
"ISS Sees Katia, Two More Storms"
Huge Storm Threatens Northern Gulf States
Uncovering MIRI's Detectors
Satellite Eyes Hurricane Katia on the Move
Station Crew Discusses Life in Space with South Dakota Media
Katia's Newest View from Space Station Cameras
Crew Return Set on This Week @NASA
"NASA's Chandra Finds ""Nearby"" Black Holes"
ISS Cameras Capture Katia
NASA Climate Satellite Arrives in California for Launch
"ISS's Furukawa Speaks with Japan's ""Young Astronauts"""
Hurricane Irene: From Caribbean to Canada
ISS Crew Talks with Seattle Area Students
Station Manager Updates ISS Status
Station Crew Spots Irene
Space Station Views Tropical Storm Irene
Space Station Cameras View Hurricane Irene as it Approaches the U.S.
Space Station Cameras View Hurricane Irene as it Approaches the U.S.
Station Cameras Capture New Views of Major Hurricane Irene
ScienceCasts: Bright Perseid Photographed from Space
ScienceCasts: Breath of Fresh Air
GRAIL Launch to Moon Nears
"Station Crew Interviewed by TV, Web Media"
Commercial Cargo Module Arrives at Wallops
Station Cameras Capture New Views of Major Hurricane Irene
Cargo Craft Lost After Launch
Expedition 28 Crew Records Video of Hurricane Irene from the ISS
"""World"" in Space"
Japanese Prime Minister Calls ISS
Space Weather Forecasts in STEREO on This Week @NASA
Stretching Webb's Wings
Got Your Back
Troubleshooting Webb
Webb at the World Science Festival
Reflecting on Webb's Mirrors
The Big Chill
Jack of All Sunshields
STEREO Scopes Out Solar Storms
Students at Stennis Question Station Crew
Opportunity Rover Reaches Martian Crater on This Week @NASA
"ISS Crew Member Talks with ""TV Tokyo"""
NASA Holds Future Forum at U of Maryland (Pt. 1 of 4)
"""Pushing the Limits"" Future Forum Panel on Science and Discovery (Pt. 2 of 4)"
NASA Holds Future Forum at U of Maryland (Pt. 1 of 4)
"""Building Idea Factories"" Future Forum's Focus on Education (Pt. 4 of 4)"
Future Forum Panel Spotlights Technology Transfer (Pt. 3 of 4)
Opportunity Rover Reaches Martian Crater on This Week @NASA
ScienceCasts: Dawn's Smooth Move
Opportunity Reaches Next Destination on Mars
ISS Crew Interviewed by Houston Media
Station Crew Meets with Minnesota Scouts
Juno to Jupiter on This Week @NASA
Juno Mission Holds Key to Solar System's Origins
Juno Mission Launches to Jupiter
Station Crew Discusses Life in Space During In-Flight Interviews
Tweeps Tweet About Juno Mission
NASA's MRO Sees Possible Martian Water Flows
"Station, Shuttle Crews Visit NASA Headquarters"
Juno Team Holds Pre-Launch Briefing
NASA's Juno to Sharpen Understanding of Jupiter's Origins
Dawn Spacecraft Unveils Vesta Images
JAXA Flight Engineer Chats with Japanese Media
Juno's Ready on This Week @NASA
ScienceCasts: What Lies Inside Jupiter?
ISS Crew Interviewed by Texas and Big Apple Media
Shuttle Mission to Feature One EVA
JAXA Astronaut Talks with Japanese Students
NASA Mission to Jupiter Ready for Launch
Juno Mission to Jupiter Previewed
Next ISS Residents Meet the Media
Final Shuttle Crew Honors Flight Control Teams
ScienceCasts: Sun Grazing Comet
Final Shuttle Crew Excited About Mission
Apollo 15 Remembered 40 Years Later
Atlantis Crew Returns to Houston
Shuttle's Mission Complete on This Week @NASA
Next Mars Rover to Storm Gale Crater
Station Gives LEGO Leg Up on Inspiration
STS-135 Crew Shares Mission Highlights From Final Mission
ScienceCasts: Summer Meteor Shower
The Last Shuttle Crew Addresses Kennedy Space Center
STS-135 Crew Shares Mission Highlights From Final Mission
Space Shuttle Program Employee Appreciation Event
Shuttle Managers Address Media after Last Space Shuttle Comes Home
STS-135 Entry Flight Control Team Guides Atlantis Back to Earth
STS-135 Mission Highlights
STS-135 Crew Welcomed at KSC
Atlantis's Final Landing at Kennedy Space Center
STS-135 Daily Mission Recap - Flight Day 13
STS-135 Flight Day Highlights - Day 13
Mission Status Briefing - Day 13
Atlantis Crew Members Speak with Reporters on the Last Day of their Mission
STS-135 Daily Mission Recap - Flight Day 12
Atlantis Undocking from ISS Marks Flight Day 12
Managers Review Final Phase of STS-135
STS-135 Ascent Imagery Highlights
End of Shuttle Era Draws Nearer
Undocking as Seen from Shuttle
Atlantis Undocks from the ISS
STS-135 Daily Mission Recap - Flight Day 11
"Hatch Closure, Fond Farewells Featured on Flight Day 11 Highlights"
Farewell for Shuttle Crew
Farewell for Shuttle Crew
Shuttle Crew Preps for Landing
Completion of Cargo Transfers Tops Flight Day 10 Highlights
STS-135 Daily Mission Recap - Flight Day 10
STS-135 Mission Status Briefing FD10
STS-135 Daily Mission Recap - Flight Day 9
Shuttle Astronauts Inspire Students
"Beyonce, Shifting Supplies Top Atlantis Astronauts' Flight Day 9"
"Beyonce ""Brings It"" On Orbit"
"McCartney, Shuttle's Offload Continues on FD 8 Highlights"
STS-135 Daily Mission Recap - Flight Day 8
"Shuttle, Station Crews in Joint News Conference"
Shuttle Crew Keeps Busy with Cargo
"President Obama Speaks with Shuttle, ISS Crews"
More Media Make Call to Shuttle
Atlantis Astronauts Chat with Reporters
Sir Paul Awakens Final Shuttle Crew
-Sir Paul Awakens Final Shuttle Crew
"Message From REM, Crew ""On the Move"" Highlight Flight Day 7"
ScienceCasts: Dark Fireworks
More Cargo Transferred to ISS from Shuttle
STS-135 Daily Mission Recap - Flight Day 7
"Fergie and ""Friends"" on Fox Radio, TV"
Booster Camera Video of Atlantis Launch
TV Reporters Talk with Shuttle Crew
Michael Stipe Wake-Up Song and Greeting
- Michael Stipe Wake-Up Song and Greeting
"""Rocket Man,"" Cleanup Caps FD 6 Highlights"
STS-135 Daily Mission Recap - Flight Day 6
Media Updated on Trash Transfers
Crew Vehicle Gets Dropped!
Atlantis Crew Thanks Space Shuttle Workforce
Final Shuttle Crew Interviewed by Hometown Reporters
"""Rocket Man"" Greets Atlantis Astronauts"
"*""Rocket Man"" Greets Atlantis Astronauts"
STS-135 Daily Mission Recap - Flight Day 5
STS-135 Flight Day 5 Highlights
STS-135 Mission Status Briefing - Flight Day 5
NASA Ships Retrieve Solid Rocket Boosters Following Final Shuttle Launch
Raffaelo's Installation Tops Flight Day 4
STS-135 Daily Mission Recap - Flight Day 4
STS-135 Managers Say Mission Going Well; Spacewalk Set for Tomorrow
STS-135 Daily Mission Recap - Flight Day 3
STS-135 Daily Mission Recap - Flight Day 2
STS-135 Daily Mission Recap - Flight Day 1
NASA's Increase of Awesome to Continue
Atlantis Mission Sticking to Plan
Atlantis Docking to ISS Tops Flight Day 3 Highlights
STS-135 Post MMT Briefing - Flight Day 3
STS-135 Mission Status Briefing - Flight Day 3
Expedition 28 Greets the Crew of Space Shuttle Atlantis
Space Shuttle Atlantis docks to the International Space Station
Atlantis Performs RBAR Pitch Maneuver
STS-135 Flight Day 2 Highlights
Final Flight of the Shuttle Program Tops Flight Day 1 Highlights
Post MMT Briefing - Flight Day 2
STS-135 Mission Status Briefing - Flight Day 2
Atlantis launches for ISS on This Week@NASA
STS-135 Atlantis Post-Launch News Conference
STS-135: Final Launch of the Space Shuttle Program
The Journey Continues for NASA's Human Space Exploration
What's Next for NASA Spaceflight
ScienceCasts: An Astronomer's Dilemma
The STS-135 Countdown Status Briefing
Orion Multi-Purpose Crew Vehicle Demonstration
ISS Continues as Orbiting Lab
Refueling Satellites Subject of STS-135 Experiment
"All Systems ""Go"" for Atlantis Launch"
NASA Details Future Science Missions & Launches
Solving Aviation's Challenges Through NASA Innovation
The Space Shuttle (Narrated by William Shatner)
Atlantis Astronauts Test Water Recycling
NASA Holds Pre-Countdown Briefing to Discuss the Status of Shuttle Mission STS-135
Final Shuttle Crew Arrives at Kennedy for Launch
Crew Readies for Final Shuttle Mission on This Week @NASA
ScienceCasts: Wild Weather
Bolden Speaks at National Press Club
Future of Human Space Flight
NASA Celebrates Its Best & Brightest
"Media Gets Overview of Shuttle, ISS Programs"
Final Shuttle Mission Detailed for Reporters
Shatner-Narrated Shuttle Documentary Premieres July 1 on NTV
Space Shuttle 30th Anniversary
"Garan and Fossum on Big Apple, Texas TV"
"Shuttle Managers Give ""Go"" to July 8 Launch"
ScienceCasts: Power of Sea Salt
ScienceCasts: Big Surprise
STS-135: The Mission
Atlantis Crew Rehearses Launch Countdown
Preps for Final Shuttle Mission Continue on This Week @NASA
Final Space Shuttle Crew Profiled
STS-135 Crew Trains for Success
Dawn Spacecraft Provides New Data from Asteroid
Cargo Ship Joins Up with ISS
ISS Crew Member Talks with Hospitalized Children in Japan
"Final Shuttle Crew Practice Safety ""Slide"""
"Atlantis' Commander, Pilot Practice Landings"
STS-135 Crew Undergoes Emergency Exit Training
Final Shuttle Crew Meets Media
Landing the Soyuz
Shuttle's External Tank Scanned; Leaky Valve Replaced
Final Shuttle Crew Meets Media
Rendezvous Sim Conducted by Shuttle and ISS Teams
Black Holes and Mercury on This Week @NASA
New York Students Call Garan on ISS
STS-135 Crew Meet Media at Johnson
"NASA's MESSENGER Delivers New Pix, Data from Mercury"
Raffaello Packed Up for Atlantis' STS-135 Mission
Chandra Sheds Light on Black Holes
NASA Spacecraft Captures Video of Asteroid Approach
Successful Aquarius/SAC-D Liftoff Excites Mission Team
Scientists Await Aquarius/SAC-D Launch
Two Launches Top This Week @NASA
Aquarius to Study Ocean Salinity
Red Carpet Rolled Out at Space Station
New Residents Welcomed to Station
Expedition 28's Soyuz Docks to ISS
Endeavour at Station: The Scene from Soyuz
Unique Video Shows Shuttle Endeavour at ISS
Expedition 28 Trio on Way to ISS
Exp 28 Pre-Launch & Launch
Fossum and Crewmates Liftoff for Station
Soyuz Crew Ready for Launch
Fossum's Final Soyuz Checkouts
Baikonur Hosts Pre-Launch News Conference with Soyuz Crew
The STS-135 Crew Interviews: Sandy Magnus
The STS-135 Crew Interviews: Rex Walheim
The STS-135 Crew Interviews: Doug Hurley
The STS-135 Crew Interviews: Chris Ferguson
Soyuz Readied for Launch to ISS
Lunabotics Competition at Kennedy
Fossum and Crewmates Ready for Launch
Final Shuttle Rollout on This Week @NASA
Endeavour Crew Returns Home to Houston
Flag Raising Ceremony
Endeavour Comes Home on This Week @NASA
Tree Planting Tradition and Ceremony
Spinning Cosmonauts
Endeavour Crew Happy to Be Home
Time-lapse Video of J-2X Engine Assembly
STS-134: Space Shuttle Endeavour's last Mission
Entry Team Helps Guide Endeavour Home
Mission Managers Discuss STS-134
STS-134 Crew and Space Shuttle Endeavour Return Safely
"""Sunrise Number 1"" Greets Endeavour Crew"
Shuttle Less Than a Day Away from Landing
STS-134 Crew Does Final Landing Preps
Shuttle completes Flyaround of Station
Undocking as Seen from Shuttle
Original Song Awakens Endeavour Crew
STS 134 Mission Progress Detailed
Television Networks Speak with Returning Crew
New Rendezvous System Explained
Shuttle Less Than a Day Away from Landing
Fossum Runs Before Flying
ISS and Shuttle Crew Farewells
Shuttle Crew Bids Station Adieu
Endeavour's Undock Nears
Feustel and Johnson Chat with Reporters
"""Clearing the Air"""
Shuttle Crew Preps for Flight Home
"Endeavour Pilot ""Pinged"" by Ohio TV Stations"
Tucson Gets Nod from Space
EVA4 Caps Flight Day Highlights
Pope Makes Historic Call on This Week @NASA
Fourth Spacewalk Concludes
Fincke and Chamitoff Get Ready to Walk
"Station, Shuttle Crews Interviewed Together"
Thermal Protection System Checked
Shuttle's Flight Day 10 Topped by EVA
Next Station Crew Leaves for Kazakhstan
New Views of Endeavour's Launch from Booster Cameras
EVA3 Complete; All Goals Met
Human Spaceflight: the Kennedy Legacy
Feustel and Fincke Prep for Next Spacewalk
Aquarius Nears on This Week @NASA
"Interviews, Spacewalk Preps Among Flight Day 9 Highlights"
"""The Two Gregs"" Quizzed On-Orbit"
Shuttle Crew's Third EVA Set
Soyuz Post Landing Highlights
Feustel and Fincke Prep for Next Spacewalk
"Kelly, Fincke and Chamitoff Chat from Space"
Soyuz's Picture Perfect Landing
Expedition 27 Crew Enjoys Sunshine
Expedition 27 Crew Lands Safely in Kazakhstan
Soyuz Undocks from ISS
EVA2 Achieves its Goals
Endeavour Crew Enjoys Off-Time
Successful Spacewalk Tops Flight Day 7
Soyuz Hatch Closes as Crew Readies for Home
Vittori & Nespoli Speak With Italian President
Kelly and Fincke Talk with Tucson School Students
"Papal Call, ""Campout"" Top FD6 Highlights"
Feustel and Fincke Prep for EVA2
ISS Gets New Commander
"Pope Benedict XVI Greets Shuttle, Station Crew"
Unique Photo Op in Space Set for Monday
EVA Highlight of FD5
EVA Shortened by Faulty Sensor
First Spacewalk Successful on STS-134
Aquarius Nears on This Week @NASA
Flight Day 4 Holds Many STS-134 Highlights
AMS Installed Outside ISS
Campout Begins for First Spacewalk
"Kelly, Coleman Talk with NPR, Others"
Astros Googled In Space
AMS Installed Outside ISS
Logistics Carrier Installed on Station
Flight Day 3 Brings Station and Shuttle Crews Together
Shuttle Crew Welcomed Aboard Space Station
STS-134 Hatch Opening & Welcome Aboard ISS
Shuttle Flips for Safety
STS-134 RPM
Endeavour Ready for Its Close-up
Managers Maintain STS-134 Going Well
Aquarius to Measure Oceans' Salinity
"Perfect"" Launch Kicks Off Endeavour's Final Flight"
Shuttle Continues Journey to ISS
"""Perfect"" Launch Kicks Off Endeavour's Final Flight"
Soyuz Crew Readies for Mission
Endeavour's External Tank Falls Away
Endeavour Launches for ISS on This Week @NASA
Giffords' Staff Briefs Media
"Ascent Team Steers Endeavour ""Uphill"""
"Endeavour's Launch ""Fantastic"""
Endeavour Lifts Off on its Last Mission
MMT Green Lights Continuing Endeavour Countdown
"Endeavour, Weather Look Good for Monday Launch"
STS-134 Gets New Launch Date on This Week @NASA
Endeavour Astronauts Arrive in Florida for Launch
STS-133: Discovery's Farewell
May 16 New Shuttle Launch Date
Astronaut Hall of Fame Welcomes Two New Members
Susan Helms Joins Astronaut Hall of Fame
"""Bo"" Bobko Becomes  Astronaut Hall of Famer"
Shepard Honored at 50th Anniversary Celebration of Freedom 7 Flight
New U.S. Stamps Honor Two Mercury Explorers
Station Crew Marks Passing of Nespoli's Mother
STS-134- Endeavour's Final Flight
Einstein Passes Tests by NASA's Gravity Probe B
Alan Shepard: Ambassador of Exploration
NASA Delays Shuttle Launch; No New Date Set
President Obama Visits Kennedy Space Center - Long Version
President Obama Visits KSC on This Week @NASA
STS-134 Post Launch Scrub News Conference
"President Obama, Family Visit Kennedy Space Center"
President Obama and Family Arrive at Kennedy Space Center
Cargo Ship Docks to ISS
NASA Awards to Develop Commercial Crew Transport
Station Crew Offers Greetings to the Royal Couple
Voyager Humanity's Farthest Journey
Countdown Continues to STS-134
Endeavour Crew Ready to Fly
NASA: Increasing the Awesome
Kelly and Crew Arrive at Kennedy for Endeavour Launch
Shuttle's Liftoff to ISS Nears
NASA and USAID to Promote SciTech Collaboration
Endeavour Ready to Go on This Week @NASA
Hubble Celebrates 21 Years in Space
Mark Kelly Says Mission May Unlock New Mysteries
April 29 Set for Shuttle Launch
NASA Looks Back at Gulf Oil Spill
Agency Honor Employees and New Homes for Shuttles Announced on This Week @NASA...
NASA Administrator with Russian Officials Celebrate the Golden Anniversary of Spaceflight
NASA Honors First Human Space Mission Flight Director
"NASA Commemorates Space Shuttle's 30th Anniversary, Reveals Display Sites for Orbiters"
Gagarin's Golden Anniversary Celebration at the Grand Kremlin Palace
The Space Shuttle (Narrated by William Shatner)
News Conference from Space Commemorates Space Flight Anniversaries
ISS Crew Talks with Media about Gagarin and STS-1 Anniversaries
International Partners Celebrate Gagarin's Golden Anniversary
Station Crew Discusses Milestone Anniversaries with the Media
New Crew on This Week @NASA
Endeavour to Deliver Cosmic Ray Observatory to ISS
New Crew Members Welcomed to ISS
Soyuz Docks to International Space Station
STS-134 Crew Ready for Mission
Soyuz Launch Sends Trio to Station
Crew Launches to ISS
Soyuz Crew Readies for Launch
Paolo Holds News Conference from Space
New Shuttle Launch Date on This Week @NASA
Expedition 27 Crew Meets with Media and Officials Before Launch
Shuttle Launch Rehearsed by Endeavour Crew
Expedition 27 Crew Prepares for Launch as their Soyuz Rocket Move to Launch Pad
Expedition 27 Crew Prepares for Launch in Kazakhstan
Expedition 27 Crew Prepares for Launch as their Soyuz Spacecraft and Rocket are Mated
Shuttle-Based Spacewalks in Final Countdown
Endeavour Crew Drives Tank to Safety
Endeavour Crew Speaks with Media at NASA's Kennedy Space Center
STS-134 Crew Practice Landing the Shuttle
MESSENGER Takes First Picture While in Mercury's Orbit
Reach for the Stars on This Week @NASA
Astronauts Discuss Fitness Challenge with Students
Shuttle Endeavour Crew at‪ KSC for Final Tests
Cady Chats with Mass. TV Station and Students
"""Star Trek"" Link Helped Lure Chamitoff to Space"
"Italian Astronaut Vittori From ""Mars"""
Feustel's Background Makes Spacewalking Easier
Education a Key Career Factor for Fincke
Endeavour Pilot Johnson Inspired by Apollo 11
Reach for the Stars on This Week @NASA
Kelly Notes Shuttle's Place in History
STS-134 Crew Holds Pre-flight News Conference
Four Spacewalks Scheduled for Endeavour's Final Mission
Media Updated on Space Shuttle Program
Media Briefed on STS-134 Mission
Discovery Processed for Public Display
"Briefing Highlights ""Upcoming"" ISS Experiment"
"NASA Research ""Digs"" for Domestic Air Safety"
Payload to Pad for Next Shuttle Launch
Cady Talks with NYC Students at Women's Academy of Excellence
Next ISS Crew Members Off to Kazakhstan
Station's Expedition 28 Crew Meets Media
On This Week @NASA...
"Historic Shuttle Photo ""Taken"" by Kennedy Employees"
On This Week @ NASA...
Shuttle's Boosters Recovered in HD
NASA'S MESSENGER Spacecraft Begins Historic Orbit of Mercury
Robonaut 2 Joins ISS Crew
NASA's MESSENGER to Become First Spacecraft to Orbit Mercury
"NASA Tweetup Rolls with ""Wheels"""
"NASA Launches New Website, Celebrates Women's Contributions to Science and Exploration"
ISS Crew Given Heroes' Welcome
"""Wheels,"" Tracy Highlight Missions on ISS"
"Additional Video Highlights Undocking, Landing of Expedition 26 Crew"
Expedition 26's Soyuz Lands Safely in Kazakhstan
Station Hatch Closes on Expedition 26
ISS Change of Command Marked by Ceremony
Discovery Wraps 148-Million-Mile Career on This Week @NASA
"Next ISS Crew Meets Media, Pays Homage at Red Square"
Endeavour Begins Roll Out to Launch Pad
"Endeavour's Cargo Gets Media ""Onceover"""
Houston Welcomes Home Discovery Crew
STS 133: The Highlights
Shuttle Crew Briefs Media on Successful Mission
Entry Team Escorts Discovery Home
NASA Hails Return of Discovery and Crew
NASA Administrator Greets Discovery Crew
Discovery's Final Flight Ends Safely at Kennedy
Shuttle Crew Preps for Wednesday Landing
"Discovery Crew ""Meets"" Media on Way Home"
Discovery's Final Landing Preps Outlined
Final Post MMT Briefing for STS-133
Rockin' Crew Wakeup
Discovery Heads for Home
FD 11 Preps Prelude Landing
Discovery Undocks from ISS
Goodbyes Shared as Shuttle Crew Leaves ISS
Shuttle-Delivered Cargo Moved to ISS
Discovery Completes ISS Assembly
Discovery Launch Captured by Multiple Cameras
STS-133 Mission Status Briefing
"""Capt. Kirk"" Wakes Discovery Crew"
"""Capt. Kirk"" Wakes Discovery Crew"
Shuttle Crew Bids Station Adieu
Mission Moves Into Final Phase
"On-Orbit Crews Troubleshoot Station ""Air Scrubber"""
Shuttle Crew Spends Last Full Day on Station
News Conference Tops Crew's Day in Space
"Crews Continue Outfitting New Station ""Room"""
"Shuttle, Station Crews Hold Joint News Conference"
Endeavour Gears Up on This Week @NASA
Media Briefed on Glory Mission Failure
On-Orbit Astronauts Talk with Marshall Interns
President's Phone Call Tops Crew's Flight Day 8
President Obama Calls On-Orbit Crews
President Obama Calls On-Orbit Crews
New Views of Discovery's Launch from Shuttle's Solid Rocket Boosters
Shuttle Astronauts Chat with Broadcast Media
Second EVA Highlights Flight Day 7
"Discovery Crew on National, Local TV"
Module Installed to Station's Unity Node
"Bowen, Drew Back Outside on Flight Day 7"
Mission Team Pleased with Progress
"Shuttle Endeavour Attached to Boosters, Tank for Final Mission"
Bowen and Drew Perform First Spacewalk
Bowen and Drew Campout on Flight Day 4
Station Gets New Storage Module
Spacewalkers Ready for Second Excursion
"First Spacewalk Successful for Drew, Bowen"
EVA 1 Recapped by Mission Managers
Discovery Flips for Safety Before Docking & Hatch Opening
Discovery Crew Inspects Orbiter
Discovery Launch Tops Flight Day 1
STS-133 Flight Day 4 Highlights: Spacewalk One Preparations
POST MMT Briefing - DAY 4
STS-133 and Expedition 26 Crews Talk With Media
"STS-133 Flight Day 3 Highlights - STS-133 Rendezvous Pitch Maneuver, Docking & Hatch Opening"
STS-133 DAY 4 Mission Status Briefing
STS-133 Mission Status Briefing
STS 133 Hatch Opening & Welcome
Discovery STS 133 Docks to The ISS
STS-133 Rendezvous Pitch Maneuver
STS-133 Flight Day 2 Highlights: Discovery Crew Inspects Orbiter
STS-133 Day 2 Mission Status Briefing
Discovery's Final Launch to the ISS for STS-133 Headlines This Week @NASA
STS-133 Flight Day 1 Highlights
Discovery Continues Journey to ISS
Discovery's Last Ride
European Cargo Ship Docks to ISS
Discovery's Scheduled Liftoff Nears
NASA Administrator Applauds a Record Breaking Year for Agency CFC Contributions
Kennedy Space Center Hosts the 9/11 Memorial Flag
Glory Ready for Climate Mission with Launch on Redesigned Taurus XL
Countdown Continues for Thursday's Shuttle Launch
ELaNa: Educational Launch of Nanosatellites - Catch a Ride with Glory
Glory to Study Aerosols' Role in Climate
Glory Set to Launch Feb. 23 on Climate Mission
"Discovery, Weather Look Good for Thursday Launch"
Final Space Shuttle Discovery Crew Arrives at NASA's Kennedy Space Center for STS-133 Launch
Launch Date Set for Shuttle Discovery
New Shuttle Launch Date Tops This Week @ NASA
NASA Celebrates Black History Month
Expedition 24: Life in Space
Hubble Shows New Image of Spiral Galaxy NGC 2841
Paolo Plants Seeds of Learning with Students
European Cargo Craft Launches to ISS
Expedition 26 Cosmonauts Spacewalk for Science Gear
NASA Briefs Media on Comet Flyby
Expedition 26 ISS Crew Discusses Mission with Media
NASA Spacecraft Completes Comet Flyby
With Mark Kelly in Command Crew Train for STS-134 Shuttle Mission
"NASA to ""Reach for New Heights"""
Deadline Nears for NASA Space Tech Fellowship Applications
More News on Repairs to Space Shuttle Discovery's External Tank on This Week @ NASA!
STS-133 Crew Trains in Virtual Reality
Cady Performs for Public Radio Audience
Mark Kelly Trains for STS-134
NASA Mission Sheds New Light on Full Sun
Kelly to Fly on Shuttle Mission
Mark Kelly Remains STS-134 Commander Tops This Week @NASA
ISS Commander Kelly Reflects on Tucson Tragedy
"NASA's Kepler Finds Its First ""Goldilocks"" Candidates"
Shuttle Discovery Back on Launch Pad
Discovery Team Gets Bowen as Pinch-Hitter
STS-133 Astronauts Train with New Crew Member
Shuttle Discovery Back on Launch Pad
NASA'S Space Shuttle Discovery Departs of Launch Pad for STS-133 Mission
AJ26 Flight Engine Installed for Test Firing
Hubble Goes to Great Lengths on This Week @NASA
Apollo 14 - 40th Anniversary
"""Progress"" Docks to ISS"
Hubble Goes to Great Lengths on This Week @NASA
Challenger Astronauts Remembered at Florida Memorial
Challenger Memorial Ceremony Held in Florida
NASA and OPTIMUS PRIME Team Up
Japanese Cargo Craft Arrives at ISS
NASA Day of Remembrance
Next Station Crew Meets with Media
Foam Reaffixed to Discovery's External Tank
"NASA Ships ""Fish"" for Rockets"
NASA's Hubble Finds Most Distant Galaxy Candidate Ever Seen in Universe
"Nespoli Discusses ISS Mission with European, Italian Space Officials"
